ID,posT1,posT2,posT3,posT4,negT1,negT2,negT3,negT4,gender,group
631,3.60592,2.90924,4.61,4.33333,3.32307,2.85308,2.4,1.71667,0,1
632,1.60531,2.2985,1.44333,2.00557,2.97025,2.19068,1,1.61159,0,0
633,3.73401,3.20586,3.94333,3.5,1.26651,1.40609,1.33333,1.53333,1,0
634,1.567,2.83318,4.61,2.75,1.83411,2.75625,2.46667,1.8,1,1
635,4.82436,4.56157,5.11,4.5,1.23761,1.71587,1,1.33333,1,0
636,2.97724,3.53895,2.86,3.21002,1.80648,2.97485,2.06667,2.67378,0,0
637,3.5583,2.87839,4.44333,2.08333,3.96858,3.54265,1.73333,2.93333,0,0
638,2.24142,2.54423,2.61,2.24972,1.69708,1.41225,2.26667,1.8,1,1
639,4.25756,4.79266,5.02667,4.16667,1.44749,1.26618,1.6,2.2,1,0
640,3.77042,3.65486,4.27667,3.91667,3.19591,2.41107,1.06667,2.93333,1,0
641,4.23042,3.26539,4.61,3.5,1.69152,1.20557,1.73333,1.26667,1,0
642,4.06117,4.23886,4.36,3.25,1.63162,1.41333,1,1.41667,1,0
643,4.28819,4.51772,5.11,4.65221,3.81256,2.12545,3.2,1.52741,1,0
644,3.67833,4.10318,4.86,4.58333,1.10237,2.55696,1.73333,1.6,1,0
645,2.4197,4.60906,5.11,3.26504,1.66805,1.53727,1.13333,2.32251,0,0
646,3.66102,2.12109,4.02667,2.5,1.27589,1.61303,1.73333,1.46667,0,0
647,2.84225,3.3786,4.86,3.83333,1.87601,2.55329,1.33333,2.4,1,0
648,3.83535,3.3955,4.19333,3.83333,1.51878,1.66941,1.6,1.35,1,0
649,3.67575,4.39905,4.11,4.16667,2.71052,2.57305,1.8,1.66667,1,1
650,4.6348,4.75293,4.69333,4.25,1.56095,1.75317,1.4,1.53333,0,0
651,3.43852,4.19248,4.05974,3.19433,2.32302,2.04847,1.30393,1.68491,0,0
652,2.91667,4.795,3.86,4.06469,2.48742,2.4,2.26667,1.03605,1,0
653,4.06623,4.795,4.69333,3.29096,2.92197,3.04401,2.46667,1.1186,1,1
654,3.51091,3.045,2.44333,2.23046,1.56725,2.13243,1.26667,1.01086,0,0
655,2.85863,4.37833,4.61,3.34061,3.09163,1.98993,2.53333,1.58204,0,0
656,3.66667,5.04119,3.31807,4.92674,1,1.26667,2.36559,1.46464,0,0
657,3.81278,3.8728,3.8464,4.17323,1.92102,1.39832,1.05055,1.57146,1,0
658,4.07721,3.7285,3.49039,3.59705,1.82386,1.8408,1.45766,1.35231,0,0
659,1.45763,3.795,2.27667,2.1809,4.42786,3.36959,1.8,2.1465,1,0
660,4.58333,3.795,3.27667,4.9508,3,2,3.66667,3.62682,0,0
661,2.09246,3.37833,3.77625,1.57594,1.95404,1.38932,1.84591,1.71424,0,0
662,4.25,4.12833,3.36,4.06716,1.86667,1.73333,1.33333,1.37533,0,0
663,3.31285,3.58734,3.49918,4.67456,2.9424,2.88451,2.59144,1.01604,1,0
664,4.5,2.46167,2.28398,2.19895,2.26667,2.06667,1.95052,2.35495,0,0
665,2.76864,4.06477,4.24465,2.86153,2.68551,2.35859,2.39058,1.87344,1,0
666,2.86882,1.71167,1.11,2.88248,2.1159,2.30204,1,1.02073,0,0
667,4.00931,3.34628,4.02283,3.6451,2.98902,2.65966,1.25071,1.6575,0,0
668,3.25079,4.84126,4.52225,4.1935,2.32457,1.64166,1.08594,1.43029,1,0
669,4.91667,3.545,4.77667,3.5963,2.24395,1,1,2.29315,0,0
670,3.64572,4.0259,2.36876,3.20453,2.10159,2.09655,2.1798,1.61557,0,0
671,2.58333,3.37833,1.11,2.25998,1,1.66667,1.34864,1.29595,0,0
672,3.59445,4.20592,3.77854,3.66657,2.05134,1.39882,2.56297,1.75194,0,0
673,4.12936,3.96564,3.68016,3.27481,2.27663,1.46702,2.27954,2.14718,1,0
674,4.16667,4.89548,4.40722,3.27085,1.93333,2.53333,1.114,1.37606,0,0
675,3.81162,3.12833,3.69333,4.57634,1.26667,1.00141,2.4,1.15451,0,0
676,2.83333,3.21167,2.14266,1.75251,2.65,3.4,2.53549,2.32259,0,0
677,4.03958,3.98944,4.77667,4.46716,1.47015,1.92657,1.4,1.26226,0,0
678,2.08333,4.76363,3.25377,3.67722,2.33333,2.26667,2.64404,1.23101,0,0
679,1,2.69335,1.75978,2.16322,3.06667,3.86667,3.27568,1.23753,1,1
680,3.41667,4.62833,4.02051,4.35975,2.2,2.46667,2.10051,1.00043,1,0
681,5,3.62833,4.4621,4.0778,2.83333,2.06667,2.24693,1.00013,0,0
682,3.70605,5.0174,3.48013,3.19252,1.00006,1.70689,1.42706,1.75946,0,0
683,3.54385,4.71167,4.94333,4.16667,2.09513,3.99803,1.2,1.4,0,0
684,3.47596,2.795,3.13778,3.08333,2.80537,3.4744,1.95,1.93333,0,0
685,4.24851,3.71167,2.94333,3.08333,1.19897,2.29696,2.66667,2.13333,1,0
686,4.55484,3.35043,2.44805,3.75,2.39591,2.92314,1.48711,2.86667,0,0
687,4.21892,3.8713,3.53517,4.16861,2.2089,3.08151,1.78033,2.15568,0,0
688,4.6964,4.8527,4.03907,3.72242,3.65039,2.25089,2.09519,2.19919,1,0
689,4.41711,3.6423,3.50641,2.89908,1.99091,3.36455,2.07935,1.42061,0,0
690,3.83333,4.795,3.94333,3.66667,1.31637,2.33333,1.8,1.53333,1,0
691,2.08333,2.00305,2.54346,4.33333,2.32153,2.2,1.97909,2.06667,1,0
692,4.5,4.04173,2.05525,3.58333,1.86938,2.66667,2.01602,2.26667,0,0
693,4.33333,4.46167,4.22111,4.5,2.60258,1.53333,3.13333,1.53333,1,0
694,3.58333,2.96167,3.86,3.08333,1.19116,1.26667,1.06667,1.13333,1,0
695,4.33333,4.37833,3.52667,3.14798,1.84186,1.46667,2.53333,1.16587,0,0
696,2.25,2.21167,3.27667,3.33333,2.37434,2.26667,1.73333,1.53333,1,0
697,3.11111,3.96167,3.86,3.33333,2.6458,2.8,1.73333,1.4,0,0
698,2.91667,3.77322,4.47622,4.39723,2.68208,2.66667,2.08217,2.6883,0,0
699,5,4.27113,3.99718,3.5,2.17611,1.86667,1.99227,1.6,1,0
700,3.41667,4.49891,3.32219,3.5,1.07521,2.13333,1.33,1.2,0,0
701,2.33333,2.91746,4.37217,3.45505,2.27112,3.13333,3.04161,2.47911,0,0
702,4,3.88232,3.38646,3.99171,4.15192,3.93333,2.47361,2.81318,0,0
703,4.16667,4.37833,4.52667,4.75,1.03866,1.53333,1.93333,1.33333,1,0
704,3,2.96167,2.27667,3.01602,2.71077,2.06667,2.06667,2.98557,0,0
705,3.75,3.46167,3.36,4.41667,2.81053,1.66667,2.33333,1.73333,1,0
706,4.19218,4.56794,4.50011,3.51323,1.00242,1.32536,1.46519,2.38121,0,0
707,1.66667,3.96167,2.94333,1.13885,1.73663,1.2,1.73333,1.40696,1,0
708,4.88375,3.81411,4.11,2.16667,1.85763,1.62011,1.53333,1.26667,0,0
709,2.21766,4.3431,3.74889,4.3826,2.12245,1.53734,2.6,3.44354,0,0
710,3.90191,3.63531,2.94333,2.52778,3.97765,2.39533,2.53333,1.8,0,0
711,3.83333,4.69033,4.71426,4.41933,2.22084,2.4,2.74213,2.74257,1,0
712,1.97959,3.91463,2.86,4.60112,1.90845,1.40251,1.6,1.45627,1,0
713,1,3.19101,4.43743,3.13954,2.40821,1,1.62549,2.05512,1,0
714,3.06163,4.53361,4.94333,4.75,2.49893,1.38354,1.06667,2.26667,1,0
715,4.83271,1.55646,2.15818,3.75,3.33682,1.51116,2.07775,2.3245,1,0
716,3.51021,4.10455,1.62088,4.5,1.64814,1.43213,1.7005,2.13333,1,0
717,3.52253,2.39152,2.3743,2.38759,1.9288,2.43528,1.22683,3.12168,1,0
718,3.51754,3.55214,2.11191,3,1.83327,1.33383,2.96601,1.46667,1,0
719,2.67154,3.60502,3.03084,4.66158,1.53088,1.05785,1.54639,2.20298,0,0
720,1.89713,3.69725,3.45645,3.33333,1.15972,1.18223,1.15565,2.13333,1,0
721,3.9927,4.28882,3.39367,4.33333,3.52781,1.80655,2.73129,2.46667,0,0
722,4.42813,3.24708,3.28632,3.73935,2.15172,2.3542,2.51793,2.57603,1,0
723,3.0015,4.24505,3.63096,2.50282,1.3376,2.23597,1.8064,2.44093,1,0
724,3.10263,3.04097,3.28296,3.08333,2.81584,2.33849,2.08281,2.6,0,0
725,4.11526,3.92483,2.39744,3.60472,2.93412,1.67878,1.97638,1.68694,1,0
726,3.4948,4.12432,2.05141,3.66667,2.349,2.1162,1.77287,1.66667,0,1
727,3.54583,2.78804,4.61,4.19889,2.02273,2.0237,1,2.57783,1,0
728,3.65176,3.54353,3.44333,1.5,2.60849,2.52505,2.2,3.53333,0,0
729,2.85532,3.49939,5.11,3.58333,1.84283,1.95377,1.26667,2.06667,1,0
730,2.58021,3.4537,2.61,3.83333,1.60643,1.90738,1.4,1.81094,1,0
731,3.5447,4.27748,5.02667,3.80382,2.3889,2.1306,1,1.21309,1,0
732,2.15799,1.70988,1.93137,2,1.43593,2.66414,2.88177,2.13333,0,0
733,2.82685,4.12819,3.41535,3.83333,1.75952,1.33095,1.37291,1,0,0
734,2.67329,3.37835,4.11,4.02735,1.86201,2.24596,2.26667,2.22714,1,0
735,3.61778,3.87852,2.86,2,2.06344,1.10936,1.06667,1.13333,0,0
736,2.59806,2.74995,4.45653,3.58333,2.44863,2.40434,2.43799,2.8,1,0
737,2.51192,2.18881,3.74232,3.51168,1.3195,2.23735,1.57735,1.48982,1,0
738,1.70117,3.37179,2.27667,2.33333,2.98073,3.55899,3.4,1.66667,1,0
739,3.19689,3.69266,4.61,4.92877,1.48833,1.53907,1.86667,2.42596,1,0
740,2.71471,1.76298,2.36,2.33333,1.97986,3.32989,2.86667,2.66667,1,0
741,3.05048,2.40453,4.28239,2.30179,1.96305,1.73586,2.21866,1.73072,0,1
742,4.66667,3.12833,2.52667,2.2977,2,1.13333,1.4,1.2871,1,0
743,4.58333,3.57979,4.44333,4.23168,1,1,1,1.03575,1,0
744,4.58333,4.71167,4.02667,3.55246,3.2,2,1.06667,1.38986,0,0
745,4.58333,3.96167,4.02667,3.58677,1.85659,2.73333,2.53333,2.09212,1,0
746,3.25,3.545,2.86,2.56967,1.66667,1.26667,1.46667,1.18852,1,1
747,4.41667,4.71167,4.27667,3.25884,4.86667,1.66667,1.8,2.22978,1,0
748,4.41667,3.87833,4.36,2.19829,1.93333,2.13333,1.26667,1.14491,0,0
749,3.51583,3.79836,3.18572,3.08807,1.83173,1.97422,2.29033,1.13818,0,0
750,2.41667,3.12833,2.61,1.90471,2.73333,2.85,3.33333,2.24889,1,0
751,4.31244,4.07001,4.32449,4.24151,2.53233,1.99697,1.2957,1.49719,1,0
752,4.33333,3.96167,4.11,3.04713,1.46667,2.33333,2,2.18523,1,0
753,4.41667,4.96167,4.11,4.9425,2.26667,3,1,1.75839,0,0
754,2.5,4.295,3.86,2.87604,2.8,1.96667,2.33333,3.38514,1,0
755,4.5,3.37833,4.27667,3.38453,1.26667,1.73333,1.53333,1.96035,1,0
756,4.75,2.62833,1.86,3.76351,1.53333,1.66667,4.8,1.94603,1,0
757,4.5,4.045,4.11,3.63699,1.2,1.53333,1.06667,1,0,0
758,2.5,1.96167,2.86,2.17397,2.73333,1.13333,2,1.14916,0,0
759,3.66667,3.21543,4.68152,3.90507,2.73333,2.6,1.54286,1.22577,0,0
760,4.66667,3.295,3.61,1.89259,1.2,1.2,1.93333,1.00004,0,0
761,3.95569,3.92748,3.93286,2.51626,1.44052,1.73391,1.7813,1.18132,0,0
762,3.3433,3.8923,3.16547,4.26612,2.85242,1.71739,1.49314,1.39509,1,0
763,3.58333,4.12833,4.61,4.1459,1.26667,1.46667,1.13333,1.00002,0,0
764,4.08333,3.87833,4.19333,4.46258,1.33333,1.33333,1.06667,1.58836,0,0
765,2.86139,4.0469,2.71028,2.77846,1.38707,1.97611,1.79949,1.9843,0,0
766,4.66667,4.545,4.83222,4.79762,1,1.26667,1.16667,1.28488,1,0
767,3.94621,3.50965,4.43719,3.71479,2.89197,2.61214,2.15562,1.44091,1,0
768,1.41667,1.545,4.61,1.91252,4.46667,4.53333,1,3.41302,1,0
769,3.67721,4.33439,4.20721,4.39759,3.93684,3.13778,2.02456,3.14433,1,0
770,4.55556,3.33936,3.77667,4.55864,1,1.46667,1.06667,1.80531,0,0
771,4,4.12833,3.94333,3.21821,2,2.26667,1.46667,2.07414,1,0
772,4.5,3.795,3.11,4.63691,1.26667,3.06667,1.73333,1.01256,1,0
773,4.41667,4.12651,3.61,4.14599,1.8,1.77778,1.33333,1.75973,1,0
774,3.99903,4.045,4.36,2.31149,1.04389,1.17484,1.26667,1,1,0
775,4.68239,3.61998,3.64402,3.22969,2.08888,1.86444,1.19412,1.02201,0,0
776,3.16667,3.21167,3.69333,3.95522,1.2,1.4,1,1.08246,0,0
777,4.75,4.46167,3.94333,4.6475,2.4,1.66667,1.73333,1.75158,0,0
778,4.41667,4.12833,3.69333,4.22665,1.6,1.73333,1.33333,1.16161,1,0
779,3.02778,2.795,2.52667,1.88117,2.6,1.68333,1.26667,1.0949,1,0
780,3.91667,3.96167,3.11,4.13181,1.13333,2.13333,2.13333,1.79597,0,0
781,3.55888,3.9488,5.05092,4.50848,1.81395,2.71177,1.19755,2.51572,0,0
782,2.41667,1.87833,2.11,2.27608,1.31111,1.33333,1.2,2.11356,1,0
783,3.83333,2.72439,1.9611,3.18309,3.6,2.73333,2.62537,1.91887,1,0
784,3.83333,5.045,4.61,4.16667,2.46781,3.06667,3.33333,3.26667,0,0
785,3.83333,2.795,2.24794,2.66667,1.86264,1.76667,1.39472,1.33333,1,0
786,4.08333,3.96167,3.77667,4.16667,2.17799,1.8,2.13333,2,1,0
787,1.75,3.0766,2.92157,1.71992,2.06591,2.53333,1.8976,1.73142,0,0
788,3.66667,2.87833,3.11,3.83333,1,1.73333,1.2,1.43061,0,0
789,3.91667,4.71167,4.44333,4.33333,1.14457,2.06667,2,1.26667,0,0
790,4.16667,3.795,4.02667,3.83333,1.87871,2,2.13333,1.73333,0,0
791,4.41667,3.71167,4.02667,3.91403,1.2071,1.4,1,1.78126,1,0
792,5,1.71167,3.86,2,4.85716,3.46667,2.66667,1.2,0,0
793,4.08333,4.37833,4.11,3.91667,1.04889,1.8,1.13333,1.13333,1,0
794,3.41667,2.81639,4.7431,3.90494,1.64649,2.4,1.0699,1.52672,1,0
795,4.33333,4.71167,4.19333,2.66667,2.44359,4,2.06667,4.06667,0,0
796,3.58333,1.87833,3.94333,3.78023,2.08554,2.66667,1.93333,1.60578,0,0
797,4.83333,4.87833,4.94333,4.33333,1,1,1.33333,1.99879,1,0
798,3.25,4.24918,2.13363,3.76251,2.24236,2.86667,2.75155,1.16388,1,0
799,4,1.795,3.69333,3.44444,2.93719,3.53333,1.8,1,0,0
800,4.83333,4.87833,4.86,5,1.00081,1.13333,1.4,1,1,0
801,4.58333,3.65611,2.69333,2.75,1.49882,1.93333,1.06667,1.06667,0,0
802,3.75,2.5601,3.29107,4.41762,1.09512,1.2,2.28427,1.4117,1,0
803,4.91667,4.96167,5.11,5,1.07236,2.66667,1.26667,1.46667,0,0
804,1.83333,3.295,4.02667,4.25,1.75276,1.46667,1.66667,1.26667,0,0
805,1.5,3.43555,2.64185,2.72977,1.57174,1.43333,1.22865,1.34545,1,0
806,4.41667,4.71167,4.44333,4.91667,2.54906,1.33333,1.13333,1.4,1,0
807,4.66667,4.12833,4.77667,3.58333,2.13432,2,3.26667,1.13333,1,0
808,4.25,4.12833,3.69333,3.25,1.90052,1.4,1.8,1.2,1,0
809,4.41667,4.545,4.11,3.21624,1.82234,2.2,2,1.53333,0,0
810,3.16667,4.37833,4.77667,4.5,2.7393,1.66667,1.13333,1,1,0
811,4.33333,3.87833,3.61,2.41667,1.75452,1.46667,2.4,2,1,0
812,4.41667,4.71167,4.69333,3.83333,1.02425,1.46667,1,1,0,0
813,3.91667,4.00917,3.74234,4.09849,2.53175,1.6,2.49908,1.42548,0,0
814,3.66667,3.0177,3.43778,3.91667,1.99412,1.46667,1.75353,1.53333,1,0
815,3.58333,3.545,4.69333,4.58333,1.23648,1.13333,1.06667,1.13333,0,0
816,4.03267,4.62833,4.23556,4.18451,1.30266,1.64978,1.05687,1.94734,0,0
817,4.82669,3.72728,4.61,3.58333,1.74944,1.26052,1.66667,1.26667,0,0
818,3.43111,3.24057,4.02667,3.33333,3.11167,1.4775,1.46667,1.06667,0,0
819,4.14187,3.62473,4.27667,3.08333,1.00372,2.10628,2.13333,1.53333,1,0
820,2.74988,2.00555,3.63778,3.5,1.86959,2.30232,1.33333,2.2,0,0
821,2.434,2.3016,2.88778,3.08333,1.19457,2.6891,1.46667,1.26667,1,0
822,2.16729,2.19444,3.19333,2.25,1.59733,1.01874,1.73333,1.2,1,0
823,4.41051,1.67443,2.69333,2.25,1.22974,1.20761,1.46667,2.33333,1,0
824,3.14489,3.39915,2.27667,3.98069,2.0747,2.80491,1.6,1.6892,0,0
825,4.02235,3.08172,4.36,4.33333,1.87911,2.20533,1.53333,1.71247,0,0
826,3.91994,2.91671,4.61,4.41667,2.19402,1.1158,1.4,1.14798,1,0
827,4.18797,3.83027,4.69333,4.67416,1.95913,2.42732,1.53333,2.15646,1,0
828,3.33541,2.91219,3.19333,3.25,1.00023,1.60304,1.8,1.8,1,0
829,3.98531,3.45313,3.77667,3.5,1.36065,2.13168,1.46667,2.26667,1,0
830,2.06363,1.81724,3.19333,2.83333,2.37733,1.28757,1.46667,1.6,0,0
831,2.71561,2.81211,3.02667,2.66667,3.56299,2.35208,2.86667,2.75,1,0
832,4.84912,4.27123,3.02667,4.41667,2.61425,2.54624,3.73333,2.2,0,0
833,4.71954,4.42066,4.02667,3.5,2.42852,1.16993,1.46667,2.2,0,1
834,3.81243,3.39483,3.61,3.58333,2.59915,1.27923,3.2,2.6,1,0
835,2.62415,4.57613,4.52667,4.75,1.3696,2.03651,2.53333,1.53333,1,0
836,3.86737,3.63791,2.44333,4.41667,3.98214,1.94819,1.73333,2.26667,0,0
837,4.91033,3.63868,5.01652,4.5,1,1,1.35922,1.73333,1,0
838,2.3717,2.15074,3.11,3.08333,2.94361,1.68799,1.73333,2.93333,1,0
839,3.47095,3.54393,4.52667,3.41097,3.20601,2.98225,4.13333,2.26159,1,1
840,3.4661,4.39638,4.19333,4.5,1.00005,1.15841,1.93333,1.6,1,1
841,2.41294,3.34393,2.02667,2.75,2.77376,1.98554,2.53333,1.81586,0,0
842,3.69666,2.46029,3.36,2.75,1.61194,1.19396,2.01667,2.4,0,0
843,3.35768,3.94545,3.77667,3.08333,1.94402,1.6792,1.2,1.33333,1,0
844,3.55126,3.87196,4.02667,2.58333,1.13309,2.19022,2.66667,1.2,1,0
845,3.47814,4.65636,3.6923,3.75,1.46948,1.75485,1.44537,1.13333,0,0
846,4.09199,3.49735,4.44333,4.08333,1.56117,1.44366,2.13333,1.46667,1,0
847,4.78016,4.72797,4.36,4.16667,1.5856,2.19646,1.26667,2.46667,1,0
848,3.49513,3.75282,2.77667,3.91667,2.39807,1.71989,1.26667,1.6,0,0
849,4.08333,3.62833,2.94333,3.70742,1.86667,1.26667,1.8,1.7608,0,1
850,4.75,4.045,4.39066,2.82863,1,1.53333,2.42993,1.85817,0,0
851,4.41667,4.46167,4.61,2.83145,1,1.2,1.4,1.42094,1,0
852,2.72688,4.71167,5.11,4.9053,4.0437,2.51847,1.53333,2.73906,0,0
853,4,3.62833,3.44333,3.09563,1.2,1.66667,1.66667,1.5654,1,1
854,4.14627,4.47342,3.75467,3.3328,2.19289,2.83267,1.60994,2.00424,1,0
855,3.83333,4.21167,4.61,3.34019,2.0984,1.46667,1.66667,2.68701,1,0
856,3.08323,2.89896,3.02198,3.53141,3.20129,1.26591,2.46006,1.38326,1,1
857,4.25,3.48407,4.02667,3.79182,1.2,1.4,1.53333,1.5792,0,0
858,3.66667,4.545,3.36,4.16265,1.63333,1.4,1.26667,1.56495,1,0
859,4.66667,3.4633,4.34635,4.06123,1,1.2,1.96745,1.82767,1,0
860,3.65681,3.93085,4.10911,4.63088,1.86017,2.21624,2.15587,1.41095,0,1
861,3.87139,3.99992,3.58047,3.90653,2.03629,1.05066,2.25738,1.85012,0,0
862,4.80539,3.545,2.19333,1.31372,3.18816,1.84221,2.53333,3.0692,1,0
863,1.75,2.21167,1.61,2.30669,1,1.26667,1.53333,1.28473,0,0
864,4.58333,3.53145,4.6934,3.56373,1.85,1.8,2.06978,1.62359,1,0
865,1.58333,2.045,2.19333,2.59712,1.15,1.33333,1.26667,1.56656,0,0
866,3.31889,2.295,2.94333,4.74217,3.06667,3.13689,3.13333,2.71346,1,0
867,2.69379,4.42014,3.83009,3.71736,1.93958,2.29454,2.83377,1.94272,1,0
868,4.56222,4.33672,4.38533,4.61605,2.20212,2.01046,2.36033,2.77302,1,0
869,4,4.21167,3.19333,3.27844,1.2,1.2,2,1.47229,0,0
870,2.83333,3.795,3.86,3.09192,1.6,1.73333,1.33333,1.16392,0,0
871,3.93054,3.10865,3.78237,3.95063,1.35854,2.62542,2.89189,1.22411,0,1
872,3.33333,3.295,3.52667,3.90059,2.06667,2.33333,1.93333,1.48386,0,0
873,3.5,2.96167,4.11,2.20425,1.06025,1.4,1.93333,1.49555,1,1
874,4.02777,2.86877,4.09605,2.90498,2.27894,1.51116,1.00111,1.34297,0,0
875,2.5708,2.964,3.68406,3.38144,2.56994,3.15949,1.96168,2.02057,1,1
876,4.77778,4.92427,4.80946,4.42927,2,1.66667,1.79922,1.17255,1,0
877,4.33333,2.96167,3.86,2.65075,2.73333,1.6,1.46667,1.11162,0,0
878,3.88889,3.27812,3.16302,4.02373,1,1,2.56714,1.4146,1,0
879,3.66667,4.46167,1.86,2.93273,1.93333,1.4,1.53333,2.46248,1,0
880,4.41667,5.045,4.19333,4.86266,1,1.86667,2.4,2.14121,0,1
881,3.61613,3.50881,3.53703,4.48677,2.13333,2.55589,1.97268,1.66655,0,1
882,3,1.12833,1.11,3.33849,3.26667,2.26667,3.13333,2.79263,1,0
883,3.33333,4.06378,3.4729,3.13812,1.8,2.6,1.72454,2.20875,1,0
884,3.85869,3.58846,3.16665,4.72522,2.51724,2.33582,2.10468,1.31015,1,0
885,4.41667,4.795,4.52667,2.7078,3.43333,1.86667,1.13333,1.35712,0,0
886,2.79673,3.86993,4.15735,4.07969,1.52636,1.88573,1.28233,1.11142,1,0
887,3.27626,4.62833,2.8432,3.16179,1.46855,1,2.18021,1.43477,0,0
888,3.14086,4.6095,4.33805,3.23326,2.13333,4.6964,1.41218,2.71911,0,0
889,2.66667,4.62833,3.77667,4.0901,2.13333,3.06667,1.2,1.99686,0,0
890,3.8396,4.21955,2.51923,3.7425,1.70523,2.46029,2.86275,1.93873,0,0
891,4.41667,3.37833,4.02667,2.75,1.57608,1.4,1.73333,1,1,0
892,3.33333,3.795,4.27667,2.5,1.27438,3.2,2.26667,1.66667,1,0
893,3.25,3.795,3.61,4.80647,2.12535,1.66667,2.06667,1.93363,0,0
894,4.75,3.12833,2.77667,2.75,1.99776,1.86667,2,2.13333,1,0
895,4.75,3.295,4.11,4.16667,3.94884,1.53333,2.6,1.26667,0,0
896,3.66667,2.37833,2.52667,3.59139,2.12249,1.8,2.73333,4.26609,0,0
897,4.66667,4.21167,4.69333,4.11111,2.3377,1.73333,1.13333,1.26667,1,0
898,3,3.8223,4.42344,2.95087,2.00105,2.33333,1.86667,2.10923,0,0
899,4.66667,3.96167,3.86,4.67585,1.86028,2.06667,1.4,1.22702,0,0
900,2.25,3.01302,3.46316,3.83333,1.70526,2.33333,1.60429,1.0619,1,0
901,1.58333,2.90528,1.65596,2.94732,1.79197,1.33333,2.31932,1.81501,0,0
902,4.5,4.21554,3.43761,4.59582,1.69582,2.4,2.08399,1.39548,1,0
903,4.25,3.8564,4.36,4.41667,1.63242,2.8,1.33333,1.86667,1,0
904,3.25,4.36163,3.36628,4.46759,1.55193,3.13333,2.93971,2.98198,1,0
905,4.1138,3.47212,4.12077,3.81213,1.25781,1.59772,2.42045,1.86989,0,0
906,3,3.3813,4.36,4,1.00018,2.66667,1.33333,1,0,0
907,3.83333,4.46167,4.02667,3.75,1.32141,1.2,1.13333,1.8,1,0
908,4.5,3.56546,4.59439,3.8051,1.71865,1.13333,1.70653,2.02898,1,0
909,5,4.36615,4.98411,4.75,1.35315,1.26667,1.21472,1.51667,1,0
910,3.83333,3.54167,4.77005,4.75151,1.04446,3.43333,2.03708,1.24944,1,0
911,4.41667,4.46167,3.11,2.91667,2.01751,2.4,2.86667,1.53333,0,0
912,4.16667,4.045,3.61,4,1.60923,1.46667,2,1.48088,1,0
913,4.58333,4.13896,3.36124,3.98221,2.11589,1.4,1.30078,1.12252,1,0
914,2.75,3.99566,3.33233,3.75,1,1.8,2.5751,1.93333,1,0
915,4.41667,4.54616,3.82155,3.84982,1.58447,1.13333,2.54264,3.16281,1,0
916,3.16667,4.87833,4.44333,4.6616,1.04766,1.26667,1.13333,1,0,0
917,4.5,3.545,3.72799,4.18775,2.11957,1.6,2.88112,1.83909,1,0
918,3.5,3.295,2.19333,3.41667,1.19739,1.13333,1.26667,1.4,0,1
919,4.16667,3.87833,4.06731,3.09113,1.64357,1.53333,2.053,1.46363,0,0
920,3.83333,3.87833,3.44333,3,1,1.4,1,1.63333,0,0
921,3.66667,3.19328,4.29998,3.91667,1.8317,1.4,1.68075,1.06667,1,0
922,3.98457,4.54271,4.13999,4.33333,2.21834,2.29388,2.34751,1.57701,0,0
923,4,4.545,4.69333,4.75,1.10537,1,1.06667,2.06667,1,0
924,1.83333,3.20343,2.32868,3.53037,2.03135,1.73333,1.57346,1.45281,1,0
925,4.25,4.27503,2.62656,4.91127,3.56735,3.38333,1.93711,1.4419,0,0
926,4.58333,4.26541,3.07543,4.83333,1.08217,1.33333,1.95689,1.33333,0,0
927,5,4.62833,4.86,4.91667,1.30671,1.33333,1.2,1.26667,0,0
928,3.36111,4.71167,4.44333,4.81791,1.19107,1.06667,1.6,1.58638,0,0
929,4.83333,4.30405,3.98962,4.91612,1.33837,1.8,1.39081,1.06095,1,0
930,3.33333,4.23229,3.17472,3.91667,2.77341,1.26667,2.15653,1.95924,1,0
931,4.41667,3.795,4.36,4.78568,1.70029,1.2,1,1.16806,1,0
932,3.58333,2.37833,2.52667,1.91667,2.08475,1.13333,2.26667,1.6,0,0
933,3.5,4.37833,4.77667,4.58333,1,1.2,1,1,0,0
934,1,2.36496,2.63876,3.58682,2.94079,5,4.21822,3.48599,1,0
935,3.08333,3.295,3.52667,2.83333,1.61476,2.33333,1.73333,1.73333,0,0
936,2.66667,3.45014,4.12813,4.06253,2.29605,2.65,1.86147,2.57835,1,0
937,4.16667,3.69656,4.13327,2.62729,3.19247,1.33333,2.62687,1.86667,1,0
938,3.5,3.47303,3.27667,2.5,2.39787,1.2,2.26667,1.33333,0,0
939,4.25141,3.87833,4.61,3.66667,1.56498,1.74117,1.26667,1.2,0,0
940,2.85693,2.69439,3.81954,4.27677,1.69813,1.2905,1.99771,1.57928,1,0
941,3.83333,4.12833,4.27667,4.25,1.08214,1.33333,1.13333,1.06667,1,0
942,4.76317,4.2331,4.44737,4.70981,2.08341,1.7842,2.87453,1.60802,1,0
943,4.75,4.37833,4.36,4.25,1.00001,1,1,1.13333,1,0
944,4.75,4.96167,3.94333,3.83689,1.1808,1,1,1.95051,0,0
945,4.25,3.295,3.19333,3.75,2.15056,2.13333,1.33333,1.56353,0,0
946,2.18311,1.71167,2.36,2.1515,2.5542,1.88457,2,1.79687,1,1
947,4.25,2.87833,2.77667,2.58333,1.55767,1.66667,1.33333,1.53333,0,1
