Couple_ID,Particiapnt_ID,ID,Time,Event,IQ,Gender,Pep_Self,Pep_Mate,Pep_P1,Pep_P2,Pep_P3,Pep_P4,Pep_P5,Pep_P6,Pep_P7,Intelligence_Self,Intelligence_Mate,Intelligence_P1,Intelligence_P2,Intelligence_P3,Intelligence_P4,Intelligence_P5,Intelligence_P6,Intelligence_P7,SelfAssured_Self,SelfAssured_Mate,SelfAssured_P1,SelfAssured_P2,SelfAssured_P3,SelfAssured_P4,SelfAssured_P5,SelfAssured_P6,SelfAssured_P7,Sociable_Self,Sociable_Mate,Sociable_P1,Sociable_P2,Sociable_P3,Sociable_P4,Sociable_P5,Sociable_P6,Sociable_P7,Attractive_Self,Attractive_Mate,Attractive_P1,Attractive_P2,Attractive_P3,Attractive_P4,Attractive_P5,Attractive_P6,Attractive_P7,Nervous_Self,Nervous_Mate,Nervous_P1,Nevrous_P2,Nervous_P3,Nervous_P4,Nervous_P5,Nervous_P6,Nervous_P7,Popular_Self,Popular_Mate,Popular_P1,Popular_P2,Popular_P3,Popular_P4,Popular_P5,Popular_P6,Popular_P7,Religious_Self,Religious_Mate,Religious_P1,Religious_P2,Religious_P3,Religious_P4,Religious_P5,Religious_P6,Religious_P7,Punctual_Self,Punctual_Mate,Punctual_P1,Punctual_P2,Punctual_P3,Punctual_P4,Punctual_P5,Punctual_P6,Punctual_P7,Initiative_Self,Initiative_Mate,Initiative_P1,Initiative_P2,Initiative_P3,Initiative_P4,Initiative_P5,Initiative_P6,Initiative_P7,Courtesy_Self,Courtesy_Mate,Courtesy_P1,Courtesy_P2,Courtesy_P3,Courtesy_P4,Courtesy_P5,Courtesy_P6,Courtesy_P7,Jealous_Self,Jealous_Mate,Jealous_P1,Jealous_P2,Jealous_P3,Jealous_P4,Jealous_P5,Jealous_P6,Jealous_P7,Voice_Self,Voice_Mate,Voice_P1,Voice_P2,Voice_P3,Voice_P4,Voice_P5,Voice_P6,Voice_P7,Cooperation_Self,Cooperation_Mate,Cooperation_P1,Cooperation_P2,Cooperation_P3,Cooperation_P4,Cooperation_P5,Cooperation_P6,Cooperation_P7,Culture_Self,Culture_Mate,Culture_P1,Culture_P2,Culture_P3,Culture_P4,Culture_P5,Culture_P6,Culture_P7,Graceful_Self,Graceful_Mate,Graceful_P1,Graceful_P2,Graceful_P3,Graceful_P4,Graceful_P5,Graceful_P6,Graceful_P7,Persistent_Self,Persistent_Mate,Persistent_P1,Persistent_P2,Persistent_P3,Persistent_P4,Persistent_P5,Persistent_P6,Persistent_P7,Generosity_Self,Generosity_Mate,Generosity_P1,Generosity_P2,Generosity_P3,Generosity_P4,Generosity_P5,Generosity_P6,Generosity_P7,Honesty_Self,Honesty_Mate,Honesty_P1,Honesty_P2,Honesty_P3,Honesty_P4,Honesty_P5,Honesty_P6,Honesty_P7,Dress_Self,Dress_Mate,Dress_P1,Dress_P2,Dress_P3,Dress_P4,Dress_P5,Dress_P6,Dress_P7,Patience_Self,Patience_Mate,Patience_P1,Patience_P2,Patience_P3,Patience_P4,Patience_P5,Patience_P6,Patience_P7,CSense_Self,CSense_Mate,CSense_P1,CSense_P2,CSense_P3,CSense_P4,CSense_P5,CSense_P6,CSense_P7,Interests_Self,Interests_Mate,Interests_P1,Interests_P2,Interests_P3,Interests_P4,Interests_P5,Interests_P6,Interests_P7,Disposition_Self,Disposition_Mate,Disposition_P1,Disposition_P2,Disposition_P3,Disposition_P4,Disposition_P5,Disposition_P6,Disposition_P7,Convention_Self,Convention_Mate,Convention_P1,Convention_P2,Convention_P3,Convention_P4,Convention_P5,Convention_P6,Convention_P7,Sport_Self,Sport_Mate,Sport_P1,Sport_P2,Sport_P3,Sport_P4,Sport_P5,Sport_P6,Sport_P7,Quiet_Self,Quiet_Mate,Quiet_P1,Quiet_P2,Quiet_P3,Quiet_P4,Quiet_P5,Quiet_P6,Quiet_P7,Sincere_Self,Sincere_Mate,Sincere_P1,Sincere_P2,Sincere_P3,Sincere_P4,Sincere_P5,Sincere_P6,Sincere_P7,Temper_Self,Temper_Mate,Temper_P1,Temper_P2,Temper_P3,Temper_P4,Temper_P5,Temper_P6,Temper_P7,Entertaining_Self,Entertaining_Mate,Entertaining_P1,Entertaining_P2,Entertaining_P3,Entertaining_P4,Entertaining_P5,Entertaining_P6,Entertaining_P7,Vanity_Self,Vanity_Mate,Vanity_P1,Vanity_P2,Vanity_P3,Vanity_P4,Vanity_P5,Vanity_P6,Vanity_P7,Tact_Self,Tact_Mate,Tact_P1,Tact_P2,Tact_P3,Tact_P4,Tact_P5,Tact_P6,Tact_P7,Tolerant_Self,Tolerant_Mate,Tolerant_P1,Tolerant_P2,Tolerant_P3,Tolerant_P4,Tolerant_P5,Tolerant_P6,Tolerant_P7,Humor_Self,Humor_Mate,Humor_P1,Humor_P2,Humor_P3,Humor_P4,Humor_P5,Humor_P6,Humor_P7,Dependable_Self,Dependable_Mate,Dependable_P1,Dependable_P2,Dependable_P3,Dependable_P4,Dependable_P5,Dependable_P6,Dependable_P7,Unselfish_Self,Unselfish_Mate,Unselfish_P1,Unselfish_P2,Unselfish_P3,Unselfish_P4,Unselfish_P5,Unselfish_P6,Unselfish_P7,C_PEER,C_SELF,A_Peer,A_Self,E_Peer,E_Self,N_Peer,N_Self,O_Peer,O_Self,FatherOccupation,ChildSES,Income,Schooling,OccupationStatus,Earnings,ZC_PEER,ZC_SELF,ZA_Peer,ZA_Self,ZE_Peer,ZE_Self,ZN_Peer,ZN_Self,ZO_Peer,ZO_Self
226,226B,M226,94.13198248,1,129,1,22,24,16,14,21,999,999,999,999,17,21,15,15,19,999,999,999,999,10,14,16,17,21,999,999,999,999,24,25,20,22,24,999,999,999,999,13,21,18,14,14,999,999,999,999,24,19,14,7,20,999,999,999,999,23,23,22,15,22,999,999,999,999,16,20,14,13,17,999,999,999,999,10,8,3,1,13,999,999,999,999,18,22,19,20,17,999,999,999,999,23,23,17,18,24,999,999,999,999,19,14,11,17,21,999,999,999,999,18,22,14,14,24,999,999,999,999,18,22,20,19,24,999,999,999,999,24,19,11,6,20,999,999,999,999,11,19,16,13,16,999,999,999,999,21,24,18,22,24,999,999,999,999,18,21,19,22,24,999,999,999,999,24,24,20,20,24,999,999,999,999,23,22,18,22,20,999,999,999,999,24,24,10,14,24,999,999,999,999,19,23,15,20,24,999,999,999,999,24,21,14,16,24,999,999,999,999,24,25,20,19,25,999,999,999,999,21,15,10,15,1,999,999,999,999,24,18,11,20,24,999,999,999,999,10,10,5,12,13,999,999,999,999,24,23,14,22,23,999,999,999,999,8,24,14,15,22,999,999,999,999,24,21,14,21,17,999,999,999,999,23,23,10,14,13,999,999,999,999,18,22,12,22,18,999,999,999,999,7,12,5,5,8,999,999,999,999,21,24,16,20,23,999,999,999,999,24,17,8,22,22,999,999,999,999,18,22,14,20,21,999,999,999,999,.912,1.511,.497,2.562,1.552,3.607,-.056,.118,.759,1.68,7,4,999,4,7,8,.626834936499603,1.05591105440109,.687887151342618,1.10423483688141,2.02573383128775,2.31882946206112,-.185412333185906,-.147980651343096,.413895446393625,.597384545726228
227,227B,M227,93.72398686,1,92,1,21,17,11,16,20,11,15,999,999,18,21,21,13,18,13,16,999,999,19,25,999,16,10,12,12,999,999,15,23,22,18,20,18,17,999,999,16,25,21,21,20,17,18,999,999,19,23,11,15,18,21,8,999,999,16,25,20,21,23,18,22,999,999,3,13,12,5,8,7,10,999,999,12,22,7,4,3,7,12,999,999,14,21,9,16,17,9,10,999,999,24,25,23,22,20,17,19,999,999,2,6,13,11,15,21,10,999,999,14,25,22,15,23,17,12,999,999,18,25,13,17,22,21,13,999,999,21,25,22,13,15,15,12,999,999,14,25,13,16,20,20,9,999,999,17,25,18,11,16,13,8,999,999,20,24,11,13,18,19,24,999,999,22,25,23,20,19,18,22,999,999,13,25,18,13,15,14,6,999,999,16,25,21,19,22,18,9,999,999,22,25,22,11,13,17,8,999,999,20,25,6,11,22,13,12,999,999,17,24,17,14,13,18,7,999,999,11,10,22,14,12,11,8,999,999,20,25,15,16,22,17,14,999,999,14,13,20,18,13,15,10,999,999,23,25,21,13,20,23,23,999,999,15,25,10,22,16,16,8,999,999,18,25,22,13,17,14,17,999,999,8,13,10,17,20,17,12,999,999,18,25,17,19,18,19,13,999,999,7,24,13,13,16,15,8,999,999,22,25,21,22,22,18,13,999,999,21,25,13,14,13,14,12,999,999,14,25,18,19,20,14,13,999,999,-1.715,-.186,.445,.841,.684,.256,-.273,-.162,.041,1.295,3,7,6,6,5,6,-1.45797664647503,-.279805121349665,.622152566165802,.359886555280327,.912719098026024,.193948978686895,-.440292137447208,-.227620678462303,-.0477768689991678,.433006342859816
228,228b,M228,86.06516977,1,135,1,13,11,16,17,21,3,999,999,999,12,12,13,18,19,17,999,999,999,14,20,17,9,21,6,999,999,999,14,17,17,15,12,13,999,999,999,13,20,13,25,24,22,999,999,999,13,22,17,15,24,22,999,999,999,14,15,16,22,21,12,999,999,999,13,11,999,13,12,13,999,999,999,16,19,15,23,24,23,999,999,999,14,16,16,7,13,8,999,999,999,18,21,21,25,24,22,999,999,999,11,10,999,20,999,22,999,999,999,14,14,18,22,23,12,999,999,999,14,19,17,25,24,22,999,999,999,12,15,16,19,22,16,999,999,999,13,10,13,13,13,8,999,999,999,16,18,19,25,24,12,999,999,999,14,18,13,17,13,21,999,999,999,19,19,17,25,24,22,999,999,999,14,21,13,22,23,18,999,999,999,18,18,16,0,24,21,999,999,999,14,16,9,22,24,21,999,999,999,15,12,13,13,24,12,999,999,999,15,16,16,15,13,17,999,999,999,18,13,13,13,13,12,999,999,999,16,15,17,25,25,19,999,999,999,14,14,13,22,20,18,999,999,999,14,16,15,25,25,23,999,999,999,16,20,17,25,24,22,999,999,999,12,13,14,15,19,13,999,999,999,13,10,13,23,22,12,999,999,999,13,16,17,23,24,21,999,999,999,14,15,13,13,24,21,999,999,999,13,14,16,16,22,18,999,999,999,18,20,13,25,0,22,999,999,999,18,19,13,22,25,22,999,999,999,.437,-.108,1.128,-1.007,-.782,-1.224,1.186,.596,-.907,-2.546,5,6,2,6,7,6,.249870527701373,-.218410977738258,1.48555105993052,-.439390390913046,-.967096108151046,-.744524048885128,1.27339281378431,-.0120237479038785,-.657338644754555,-1.20693307846457
229,229B,M229,85.12048193,1,107,1,21,21,23,24,23,23,19,999,999,22,23,23,25,21,21,20,999,999,20,24,22,25,22,24,24,999,999,20,19,24,24,12,23,24,999,999,14,16,15,20,13,20,18,999,999,20,18,22,24,19,24,24,999,999,18,24,22,24,22,24,21,999,999,3,8,13,10,11,3,12,999,999,4,24,19,24,6,6,24,999,999,22,17,23,25,12,23,19,999,999,21,24,23,24,21,24,24,999,999,22,20,24,25,12,22,23,999,999,16,21,14,19,13,22,18,999,999,22,21,23,25,21,22,24,999,999,21,23,20,24,13,17,18,999,999,18,23,20,22,11,10,17,999,999,18,24,22,24,22,22,18,999,999,21,22,22,18,12,17,24,999,999,18,22,23,24,13,18,18,999,999,18,24,21,25,12,17,18,999,999,22,21,22,25,22,23,6,999,999,22,21,21,25,21,22,24,999,999,21,24,17,24,22,18,24,999,999,19,23,19,25,19,22,24,999,999,9,21,18,24,13,18,12,999,999,20,22,23,25,20,23,24,999,999,16,19,13,24,13,3,12,999,999,16,16,22,25,12,18,24,999,999,23,22,21,24,23,23,22,999,999,20,20,21,24,12,22,19,999,999,10,21,15,24,13,9,20,999,999,22,20,24,24,20,21,24,999,999,21,15,18,24,13,22,21,999,999,21,22,23,24,19,24,24,999,999,21,24,23,24,22,22,24,999,999,17,16,21,24,21,20,24,999,999,1.505,.954,1.678,2.577,1.441,1.689,1.708,6.199,2.977,4.47,5,2,1,6,5,6,1.09744524053613,.617493900663214,2.18082071083915,1.11072247443168,1.88340130203424,1.10261914659954,1.88651381758339,1.58163008048511,1.84006424241203,1.78859282104386
230,230B,M230,81.79079956,1,113,1,13,16,16,16,25,19,23,999,999,13,13,13,16,19,13,18,999,999,4,19,11,16,18,13,22,999,999,14,12,14,14,22,16,15,999,999,13,11,10,3,12,9,12,999,999,13,10,13,19,25,18,17,999,999,999,13,17,12,20,10,20,999,999,13,15,13,13,13,9,17,999,999,4,19,24,22,20,17,23,999,999,9,14,16,15,25,20,21,999,999,16,21,13,18,19,20,23,999,999,13,3,18,20,24,21,13,999,999,13,13,13,12,14,15,19,999,999,20,17,17,14,20,20,19,999,999,13,14,13,13,12,16,16,999,999,13,15,13,13,13,18,15,999,999,8,10,14,20,23,6,23,999,999,13,23,18,14,19,18,13,999,999,13,20,19,19,19,10,21,999,999,14,13,19,14,13,20,14,999,999,5,7,13,12,12,19,15,999,999,13,13,17,17,23,18,20,999,999,6,14,13,14,12,10,16,999,999,19,19,19,14,20,19,19,999,999,13,13,13,12,999,12,13,999,999,23,18,17,24,25,17,20,999,999,13,13,14,20,10,15,15,999,999,13,17,19,13,25,12,13,999,999,18,13,13,19,25,20,21,999,999,13,14,13,14,13,13,13,999,999,13,10,13,16,25,18,20,999,999,17,19,13,14,15,15,15,999,999,13,17,12,13,25,14,19,999,999,18,22,19,14,25,19,18,999,999,13,23,19,13,25,10,22,999,999,19,20,14,21,25,15,17,999,999,-1.015,-2.806,-.184,.705,-.276,-.885,.965,1.614,-1.717,-3.029,3,7,2,3,6,7,-.90245014929869,-2.34201866316874,-.172983089146067,.301065308157871,-.318264938761143,-.529562997299374,1.01381476428317,.277524636408095,-1.17816674429239,-1.41315300569698
231,231B,M231,83.16812705,1,99,1,6,14,19,7,8,17,20,15,999,8,13,16,4,7,18,21,12,999,1,7,19,2,13,13,20,8,999,22,19,23,20,9,24,19,12,999,6,12,18,2,1,13,9,9,999,24,24,21,22,25,15,17,10,999,12,21,22,16,9,23,20,15,999,13,14,3,10,12,13,10,13,999,18,24,23,17,25,20,19,12,999,13,15,20,3,2,25,17,9,999,13,21,23,18,19,22,20,17,999,1,5,23,11,2,13,20,10,999,23,21,22,21,12,13,20,16,999,15,22,20,19,6,18,22,17,999,10,11,12,4,12,11,17,12,999,13,13,18,16,12,17,19,9,999,13,22,23,11,12,24,22,12,999,22,20,23,14,12,13,24,13,999,23,18,24,20,12,24,20,16,999,19,25,24,24,21,25,21,24,999,999,23,21,20,17,2,18,16,999,16,14,20,7,18,25,21,24,999,12,9,20,3,7,19,22,16,999,9,10,17,19,13,21,20,19,999,10,9,999,13,9,16,20,9,999,22,20,23,19,13,25,24,19,999,23,20,23,23,25,24,20,18,999,999,23,23,23,12,18,22,19,999,22,24,24,20,12,15,20,16,999,8,21,23,9,4,23,19,12,999,21,22,23,19,8,8,5,9,999,13,13,20,19,17,13,21,12,999,12,15,20,18,12,17,19,10,999,20,23,23,19,13,18,21,14,999,17,21,23,17,12,25,19,7,999,22,21,21,22,13,23,22,19,999,.19,-.851,.54,.33,.091,-.575,.722,3.67,-3.104,-5.212,6,3,3,1,99,3,.0538490351262931,-.803229550857178,.742244596777292,.138874369401099,.152330000302284,-.332990944226856,.728396365962909,.8623099783977,-2.0700044900442,-2.34519876376809
232,232B,M232,63.17907996,1,122,1,10,12,17,10,15,999,999,999,999,12,18,17,13,13,999,999,999,999,23,20,24,14,20,999,999,999,999,25,22,20,16,12,999,999,999,999,13,25,24,19,22,999,999,999,999,20,25,22,11,17,999,999,999,999,23,19,23,15,13,999,999,999,999,19,16,14,12,9,999,999,999,999,10,21,20,12,11,999,999,999,999,13,16,18,11,15,999,999,999,999,20,22,24,20,13,999,999,999,999,25,11,18,17,15,999,999,999,999,20,25,19,20,12,999,999,999,999,11,15,21,17,16,999,999,999,999,12,21,21,20,13,999,999,999,999,20,19,23,19,21,999,999,999,999,12,19,13,12,9,999,999,999,999,24,20,18,14,17,999,999,999,999,25,25,20,19,12,999,999,999,999,25,20,24,17,22,999,999,999,999,12,24,13,12,10,999,999,999,999,19,21,17,16,13,999,999,999,999,8,19,20,12,11,999,999,999,999,24,14,24,16,19,999,999,999,999,9,13,20,15,8,999,999,999,999,24,25,22,18,17,999,999,999,999,13,12,16,18,12,999,999,999,999,24,25,20,20,13,999,999,999,999,5,21,21,10,14,999,999,999,999,13,18,22,13,12,999,999,999,999,13,12,21,16,8,999,999,999,999,18,16,20,16,8,999,999,999,999,5,14,16,15,10,999,999,999,999,25,25,22,16,20,999,999,999,999,13,18,20,17,13,999,999,999,999,23,16,24,15,10,999,999,999,999,-1.868,-1.851,.01,1.778,-.086,2.473,-.41,-1.846,-1.91,-3.285,2,9,9,6,3,6,-1.57939886657214,-1.59033395613163,.0722574786289768,.765147647587248,-.0746326814803498,1.5997562098539,-.601207036911716,-.706598555850676,-1.30226529146621,-1.52245383669387
233,233B,M233,84.4441402,1,115,1,17,20,17,25,21,23,23,999,999,11,17,14,16,12,13,17,999,999,9,15,10,999,11,10,15,999,999,11,14,14,24,13,8,16,999,999,17,14,11,17,13,9,15,999,999,7,14,15,10,4,7,17,999,999,17,13,14,19,9,6,8,999,999,8,10,5,999,13,4,14,999,999,8,16,14,8,8,9,17,999,999,19,21,22,18,13,12,19,999,999,12,18,11,15,16,13,8,999,999,6,8,11,16,13,17,16,999,999,13,18,14,18,15,8,14,999,999,13,21,15,17,9,17,18,999,999,9,15,11,14,14,11,13,999,999,20,21,12,24,11,18,21,999,999,11,19,15,18,17,14,15,999,999,19,23,14,21,10,17,16,999,999,12,19,15,18,6,20,16,999,999,13,21,16,19,19,16,15,999,999,4,14,11,7,1,7,15,999,999,13,23,14,17,4,7,17,999,999,7,15,14,17,8,7,13,999,999,16,13,14,15,17,21,16,999,999,7,14,10,14,12,23,13,999,999,16,18,15,18,3,18,17,999,999,18,21,17,17,6,21,14,999,999,8,20,14,20,7,15,17,999,999,7,9,14,9,7,12,14,999,999,13,18,13,16,13,13,15,999,999,13,24,12,17,12,5,13,999,999,11,20,14,15,6,7,14,999,999,7,17,15,16,8,2,13,999,999,10,20,16,19,10,18,17,999,999,12,20,16,16,5,17,17,999,999,7,16,16,11,17,10,15,999,999,-1.633,-2.045,-1.661,-4.4,-1.279,-1.313,-1.692,-6.91,-2.806,-4.464,4,5,1,999,999,999,-1.39290068537723,-1.74303221075488,-2.04009813349524,-1.90689400478432,-1.60438680219607,-.800959251218851,-2.10699463628033,-2.14694533203519,-1.87839118922658,-2.02583539819906
234,234B,M234,73.74315444,1,100,1,10,12,18,12,8,16,18,999,999,18,16,17,12,17,14,16,999,999,19,21,18,20,16,15,8,999,999,19,23,12,23,21,19,20,999,999,16,13,14,16,14,17,5,999,999,19,22,13,21,13,14,18,999,999,18,17,10,14,21,13,9,999,999,19,19,9,15,999,13,14,999,999,24,23,12,15,18,6,9,999,999,17,19,11,21,14,18,16,999,999,18,14,16,17,24,15,6,999,999,12,15,8,14,8,22,12,999,999,12,18,16,15,13,13,15,999,999,21,18,12,17,24,19,17,999,999,12,11,16,17,18,14,12,999,999,11,10,13,8,7,14,16,999,999,9,13,6,23,19,11,7,999,999,19,18,9,13,15,11,13,999,999,21,15,12,23,12,23,7,999,999,16,11,22,18,17,13,12,999,999,19,15,13,16,12,7,16,999,999,24,18,12,19,12,18,12,999,999,21,12,13,16,15,9,15,999,999,21,19,12,10,15,19,18,999,999,6,13,19,10,10,12,9,999,999,19,16,10,20,16,24,17,999,999,10,14,20,11,14,10,13,999,999,25,19,11,18,10,18,17,999,999,22,19,11,12,10,13,13,999,999,13,14,13,15,14,14,12,999,999,10,13,8,12,11,12,13,999,999,7,17,12,8,18,17,16,999,999,6,13,9,11,12,11,8,999,999,25,16,17,18,13,19,17,999,999,12,13,12,17,20,14,10,999,999,19,11,13,19,16,16,12,999,999,-2.206,-1.727,-.477,-.01,.195,.741,-.475,3.201,-.455,.23,3,8,4,999,999,999,-1.84763880378015,-1.4927330098776,-.543372194084664,-.0081787484050415,.285686604287561,.501489126235835,-.677553522059111,.728912932973029,-.36670370525937,-.0217021923420772
235,235B,M235,96.05147864,1,135,1,12,14,20,14,16,8,20,999,999,13,20,14,14,11,22,21,999,999,14,18,16,16,20,17,23,999,999,17,23,21,15,20,19,24,999,999,12,16,7,11,9,10,13,999,999,21,24,19,21,22,21,25,999,999,15,20,17,14,14,18,22,999,999,1,1,10,2,9,16,6,999,999,23,25,23,11,25,24,21,999,999,9,18,23,2,16,15,21,999,999,12,22,20,14,23,19,22,999,999,17,15,21,19,24,22,19,999,999,23,21,14,13,15,21,21,999,999,23,24,19,17,21,23,24,999,999,22,18,12,12,15,19,17,999,999,13,20,7,13,14,19,12,999,999,16,12,20,13,14,21,22,999,999,18,21,23,13,21,22,20,999,999,22,24,20,17,24,24,23,999,999,23,23,15,12,12,16,16,999,999,7,23,15,20,21,20,24,999,999,13,22,19,12,21,17,22,999,999,4,22,19,14,17,18,19,999,999,12,21,23,14,20,14,20,999,999,12,5,12,12,12,12,8,999,999,15,22,20,21,16,20,21,999,999,19,21,9,15,15,24,18,999,999,12,15,23,21,24,22,23,999,999,21,24,22,21,25,22,24,999,999,9,15,12,11,14,14,17,999,999,12,24,24,14,14,11,19,999,999,17,23,23,13,23,18,11,999,999,16,24,14,12,9,18,19,999,999,22,22,23,15,22,16,18,999,999,10,20,23,18,25,21,24,999,999,16,24,24,15,24,23,22,999,999,.448,-1.35,.556,-.238,.403,-.31,1.728,4.769,-.382,-1.259,5,3,2,7,3,7,.258600229799858,-1.19599464908913,.762470622985543,-.106790839169159,.552399812258114,-.164953544019703,1.91000504378258,1.17489708484059,-.319764876535591,-.657440228882564
236,236B,M236,87.21248631,1,109,1,18,20,22,16,17,2,10,999,999,21,21,22,18,17,21,21,999,999,19,20,22,16,22,15,15,999,999,18,18,23,22,24,21,18,999,999,12,17,12,8,14,12,11,999,999,18,21,19,22,24,11,21,999,999,19,20,20,15,22,14,12,999,999,14,5,16,5,12,999,12,999,999,17,8,10,3,19,2,2,999,999,22,17,24,18,24,4,19,999,999,24,20,22,24,0,24,19,999,999,8,10,21,9,7,999,15,999,999,21,20,21,22,24,18,19,999,999,21,18,23,23,19,24,14,999,999,19,21,20,21,19,21,12,999,999,13,17,20,20,12,7,11,999,999,23,19,24,22,23,9,15,999,999,19,19,21,24,8,999,18,999,999,24,19,3,24,23,23,21,999,999,19,21,22,22,21,21,16,999,999,11,20,20,19,15,17,22,999,999,22,18,21,18,15,12,22,999,999,18,19,14,21,13,16,12,999,999,15,18,22,16,13,9,20,999,999,19,19,7,15,12,21,9,999,999,23,19,23,22,15,17,22,999,999,14,19,12,13,21,22,12,999,999,23,19,24,23,24,23,16,999,999,20,21,23,23,20,24,23,999,999,18,18,21,19,17,12,19,999,999,12,17,23,15,14,24,18,999,999,24,20,23,17,11,23,22,999,999,18,14,23,16,8,22,14,999,999,23,19,24,24,13,23,23,999,999,22,19,24,13,15,12,12,999,999,22,19,24,23,12,12,19,999,999,-.23,1.292,.904,3.674,.87,1.251,1.384,3.18,1.68,2.586,3,8,9,999,999,999,-.27946686317951,.883535189645979,1.202386693015,1.58518503394149,1.15122225515354,.824881858709977,1.50595595315637,.722939930939088,1.00609628549775,.984207017926148
237,237B,M237,83.37349398,1,124,1,15,19,19,18,18,20,16,999,999,16,19,6,14,24,15,17,999,999,19,22,21,17,3,15,22,999,999,25,23,3,21,24,19,23,999,999,21,22,18,18,22,21,21,999,999,15,7,19,14,3,16,11,999,999,18,22,21,16,22,19,21,999,999,12,12,17,12,8,14,12,999,999,12,23,18,13,7,5,18,999,999,16,23,21,16,11,18,15,999,999,25,24,22,18,23,20,22,999,999,19,12,9,19,24,22,12,999,999,12,23,18,15,20,16,20,999,999,25,24,20,21,22,22,18,999,999,23,24,20,15,22,14,18,999,999,12,12,8,10,7,14,16,999,999,25,24,22,17,21,21,9,999,999,25,12,15,13,15,19,19,999,999,25,22,22,15,23,24,23,999,999,19,23,18,16,24,18,19,999,999,12,12,18,17,8,11,10,999,999,25,23,19,12,21,18,14,999,999,25,23,17,13,22,14,17,999,999,12,23,21,21,22,21,17,999,999,12,22,21,17,23,19,7,999,999,25,23,22,18,23,17,15,999,999,10,12,7,12,7,15,9,999,999,25,23,19,22,20,24,22,999,999,21,24,20,17,18,19,15,999,999,12,18,6,12,24,15,16,999,999,25,12,18,15,8,9,10,999,999,16,12,20,9,19,17,14,999,999,25,12,18,11,7,11,12,999,999,25,12,21,18,22,18,16,999,999,25,22,17,22,18,22,22,999,999,25,22,21,20,10,19,17,999,999,.359,1.582,.651,4.748,.908,2.264,-.065,1.934,-.182,1.06,5,5,3,8,2,6,.187969003730295,1.11179546717557,.882562653597034,2.04969988254088,1.1999487066097,1.46722859987921,-.195983384975545,.368541810258617,-.191165345785509,.332671595655642
238,238B,M238,92.85596933,1,104,1,24,22,18,16,22,21,21,999,999,20,16,19,18,17,21,17,999,999,24,18,18,13,20,21,19,999,999,25,24,25,21,24,24,19,999,999,21,13,9,12,14,15,15,999,999,24,17,9,21,22,22,12,999,999,23,22,25,25,24,24,16,999,999,6,13,13,13,13,2,13,999,999,4,10,21,22,24,17,14,999,999,23,16,24,13,22,18,19,999,999,21,21,14,13,22,18,12,999,999,13,22,11,13,23,17,13,999,999,17,15,11,12,23,21,14,999,999,25,21,14,19,24,21,17,999,999,19,15,16,16,21,18,12,999,999,22,15,10,14,24,17,16,999,999,22,14,18,18,21,24,17,999,999,24,22,14,13,24,10,15,999,999,24,22,23,25,24,24,19,999,999,19,12,11,9,16,6,16,999,999,24,17,18,16,19,23,13,999,999,25,21,24,20,24,24,15,999,999,22,17,22,12,17,22,17,999,999,25,21,20,22,24,19,16,999,999,24,12,13,7,18,9,15,999,999,25,22,25,13,24,14,17,999,999,5,12,4,6,16,8,10,999,999,24,20,24,25,24,24,16,999,999,22,24,16,25,23,24,13,999,999,24,20,25,25,24,24,17,999,999,13,21,18,21,18,15,11,999,999,23,23,24,16,24,19,13,999,999,20,18,18,17,12,2,12,999,999,25,25,25,25,24,24,23,999,999,22,18,25,24,24,23,20,999,999,24,20,25,20,24,21,19,999,999,1.572,1.724,.801,4.893,2.152,4.28,1.149,6.196,1.414,2.183,6,6,2,8,4,6,1.15061706240872,1.22356429272454,1.07218164929939,2.1124137121935,2.79509885427973,2.74558104824758,1.22993404531579,1.58077679448026,.835058909600143,.812143600380267
239,239B,M239,23.55695509,1,86,1,11,14,13,12,14,13,13,999,999,15,14,13,12,11,20,15,999,999,10,18,12,12,18,16,15,999,999,10,21,16,12,25,22,12,999,999,5,12,6,12,10,3,9,999,999,16,22,20,14,14,24,10,999,999,17,18,15,13,12,12,11,999,999,4,5,20,12,15,9,11,999,999,18,21,19,13,14,19,12,999,999,8,19,17,12,12,16,6,999,999,14,22,23,19,21,23,18,999,999,18,23,22,13,21,13,19,999,999,12,12,17,14,9,18,6,999,999,15,21,22,18,25,24,12,999,999,12,20,18,13,19,8,10,999,999,13,12,13,11,10,8,17,999,999,12,19,13,16,12,12,11,999,999,16,22,14,10,13,8,10,999,999,16,24,24,12,22,21,18,999,999,14,13,13,12,12,20,19,999,999,16,20,19,14,18,13,7,999,999,17,24,16,10,21,16,10,999,999,14,14,9,12,20,12,7,999,999,16,22,16,13,21,16,12,999,999,11,10,18,12,14,21,12,999,999,9,22,23,13,15,21,13,999,999,16,18,16,15,12,12,8,999,999,16,22,23,15,21,20,15,999,999,19,21,20,15,13,16,11,999,999,11,15,13,13,14,11,15,999,999,17,21,12,12,12,19,12,999,999,17,16,13,13,15,12,7,999,999,16,19,10,11,12,12,8,999,999,16,21,18,15,17,22,12,999,999,20,22,22,15,20,24,12,999,999,20,23,21,13,20,24,12,999,999,-1.47,-1.125,-.288,-2.167,-.326,-1.335,-.092,1.682,-1.899,-2.15,3,7,7,999,999,999,-1.26354237246331,-1.01889615790238,-.304452259499699,-.941101028133995,-.382378690677142,-.81490952595303,-.227696540344463,.296865785851331,-1.29519231727496,-1.03785835551626
